,state,district,pincode,has_enrolment_5_17,has_demographic_5_17,has_biometric_5_17,lifecycle_state
16932,Maharashtra,Pune,410504,True,True,True,Complete
16933,Maharashtra,Pune,410505,True,True,True,Complete
16934,Maharashtra,Pune,410506,True,True,True,Complete
16935,Maharashtra,Pune,410507,True,True,True,Complete
16936,Maharashtra,Pune,410508,True,True,True,Complete
16937,Maharashtra,Pune,410509,True,True,True,Complete
16938,Maharashtra,Pune,410510,False,True,True,Unclear
16939,Maharashtra,Pune,410511,True,True,True,Complete
16940,Maharashtra,Pune,410512,True,True,True,Complete
16941,Maharashtra,Pune,410513,True,True,True,Complete
16942,Maharashtra,Pune,410515,True,True,True,Complete
16943,Maharashtra,Pune,410516,True,True,True,Complete
16944,Maharashtra,Pune,410517,False,False,False,No Activity
16945,Maharashtra,Pune,411001,True,True,True,Complete
16946,Maharashtra,Pune,411002,True,True,True,Complete
16947,Maharashtra,Pune,411003,True,True,True,Complete
16948,Maharashtra,Pune,411004,True,True,True,Complete
16949,Maharashtra,Pune,411005,True,True,True,Complete
16950,Maharashtra,Pune,411006,True,True,True,Complete
16951,Maharashtra,Pune,411007,True,True,True,Complete
16952,Maharashtra,Pune,411008,True,True,True,Complete
16953,Maharashtra,Pune,411009,True,True,True,Complete
16954,Maharashtra,Pune,411011,True,True,True,Complete
16955,Maharashtra,Pune,411012,True,True,True,Complete
16956,Maharashtra,Pune,411013,True,True,True,Complete
16957,Maharashtra,Pune,411014,True,True,True,Complete
16958,Maharashtra,Pune,411015,True,True,True,Complete
16959,Maharashtra,Pune,411016,True,True,True,Complete
16960,Maharashtra,Pune,411017,True,True,True,Complete
16961,Maharashtra,Pune,411018,True,True,True,Complete
16962,Maharashtra,Pune,411019,True,True,True,Complete
16963,Maharashtra,Pune,411020,True,True,True,Complete
16964,Maharashtra,Pune,411021,True,True,True,Complete
16965,Maharashtra,Pune,411022,True,True,True,Complete
16966,Maharashtra,Pune,411023,True,True,True,Complete
16967,Maharashtra,Pune,411024,True,True,True,Complete
16968,Maharashtra,Pune,411025,True,True,True,Complete
16969,Maharashtra,Pune,411026,True,True,True,Complete
16970,Maharashtra,Pune,411027,True,True,True,Complete
16971,Maharashtra,Pune,411028,True,True,True,Complete
16972,Maharashtra,Pune,411030,True,True,True,Complete
16973,Maharashtra,Pune,411031,True,True,True,Complete
16974,Maharashtra,Pune,411032,True,True,True,Complete
16975,Maharashtra,Pune,411033,True,True,True,Complete
16976,Maharashtra,Pune,411034,True,True,True,Complete
16977,Maharashtra,Pune,411035,True,True,True,Complete
16978,Maharashtra,Pune,411036,True,True,True,Complete
16979,Maharashtra,Pune,411037,True,True,True,Complete
16980,Maharashtra,Pune,411038,True,True,True,Complete
16981,Maharashtra,Pune,411039,True,True,True,Complete
16982,Maharashtra,Pune,411040,True,True,True,Complete
16983,Maharashtra,Pune,411041,True,True,True,Complete
16984,Maharashtra,Pune,411042,True,True,True,Complete
16985,Maharashtra,Pune,411043,True,True,True,Complete
16986,Maharashtra,Pune,411044,True,True,True,Complete
16987,Maharashtra,Pune,411045,True,True,True,Complete
16988,Maharashtra,Pune,411046,True,True,True,Complete
16989,Maharashtra,Pune,411047,True,True,True,Complete
16990,Maharashtra,Pune,411048,True,True,True,Complete
16991,Maharashtra,Pune,411051,True,True,True,Complete
16992,Maharashtra,Pune,411052,True,True,True,Complete
16993,Maharashtra,Pune,411057,True,True,True,Complete
16994,Maharashtra,Pune,411058,True,True,True,Complete
16995,Maharashtra,Pune,411060,True,True,True,Complete
16996,Maharashtra,Pune,411061,True,True,True,Complete
16997,Maharashtra,Pune,411062,True,True,True,Complete
16998,Maharashtra,Pune,411067,False,False,True,Unclear
16999,Maharashtra,Pune,411068,True,True,True,Complete
17000,Maharashtra,Pune,411069,False,False,False,No Activity
17001,Maharashtra,Pune,411070,True,True,True,Complete
17002,Maharashtra,Pune,411071,False,True,False,Only Demographic
17003,Maharashtra,Pune,411073,False,True,False,Only Demographic
17004,Maharashtra,Pune,411081,False,False,False,No Activity
17005,Maharashtra,Pune,412101,True,True,True,Complete
17006,Maharashtra,Pune,412102,True,True,True,Complete
17007,Maharashtra,Pune,412103,True,True,True,Complete
17008,Maharashtra,Pune,412104,True,True,True,Complete
17009,Maharashtra,Pune,412105,True,True,True,Complete
17010,Maharashtra,Pune,412106,True,True,True,Complete
17011,Maharashtra,Pune,412107,True,True,True,Complete
17012,Maharashtra,Pune,412108,True,True,True,Complete
17013,Maharashtra,Pune,412109,True,True,True,Complete
17014,Maharashtra,Pune,412110,True,True,True,Complete
17015,Maharashtra,Pune,412112,True,True,True,Complete
17016,Maharashtra,Pune,412114,True,True,True,Complete
17017,Maharashtra,Pune,412115,True,True,True,Complete
17018,Maharashtra,Pune,412201,True,True,True,Complete
17019,Maharashtra,Pune,412202,True,True,True,Complete
17020,Maharashtra,Pune,412203,True,True,True,Complete
17021,Maharashtra,Pune,412204,True,True,True,Complete
17022,Maharashtra,Pune,412205,True,True,True,Complete
17023,Maharashtra,Pune,412206,True,True,True,Complete
17024,Maharashtra,Pune,412207,True,True,True,Complete
17025,Maharashtra,Pune,412208,True,True,True,Complete
17026,Maharashtra,Pune,412209,True,True,True,Complete
17027,Maharashtra,Pune,412210,True,True,True,Complete
17028,Maharashtra,Pune,412211,True,True,True,Complete
17029,Maharashtra,Pune,412212,True,True,True,Complete
17030,Maharashtra,Pune,412213,True,True,True,Complete
17031,Maharashtra,Pune,412214,True,True,True,Complete
17032,Maharashtra,Pune,412215,True,True,True,Complete
17033,Maharashtra,Pune,412216,True,True,True,Complete
17034,Maharashtra,Pune,412218,True,True,True,Complete
17035,Maharashtra,Pune,412219,True,True,True,Complete
17036,Maharashtra,Pune,412220,True,True,True,Complete
17037,Maharashtra,Pune,412301,True,True,True,Complete
17038,Maharashtra,Pune,412303,True,True,True,Complete
17039,Maharashtra,Pune,412304,True,True,True,Complete
17040,Maharashtra,Pune,412305,True,True,True,Complete
17041,Maharashtra,Pune,412306,True,True,True,Complete
17042,Maharashtra,Pune,412307,True,True,True,Complete
17043,Maharashtra,Pune,412308,True,True,True,Complete
17044,Maharashtra,Pune,412311,True,True,True,Complete
17045,Maharashtra,Pune,412312,True,True,True,Complete
17046,Maharashtra,Pune,412401,False,True,True,Unclear
17047,Maharashtra,Pune,412402,True,True,True,Complete
17048,Maharashtra,Pune,412403,True,True,True,Complete
17049,Maharashtra,Pune,412404,True,True,True,Complete
17050,Maharashtra,Pune,412405,True,True,True,Complete
17051,Maharashtra,Pune,412406,True,True,True,Complete
17052,Maharashtra,Pune,412408,True,True,True,Complete
17053,Maharashtra,Pune,412409,True,True,True,Complete
17054,Maharashtra,Pune,412410,True,True,True,Complete
17055,Maharashtra,Pune,412411,True,True,True,Complete
17056,Maharashtra,Pune,412412,True,True,True,Complete
17057,Maharashtra,Pune,413102,True,True,True,Complete
17058,Maharashtra,Pune,413103,True,True,True,Complete
17059,Maharashtra,Pune,413104,True,True,True,Complete
17060,Maharashtra,Pune,413105,True,True,True,Complete
17061,Maharashtra,Pune,413106,True,True,True,Complete
17062,Maharashtra,Pune,413110,True,True,True,Complete
17063,Maharashtra,Pune,413114,True,True,True,Complete
17064,Maharashtra,Pune,413115,True,True,True,Complete
17065,Maharashtra,Pune,413116,True,True,True,Complete
17066,Maharashtra,Pune,413120,True,True,True,Complete
17067,Maharashtra,Pune,413130,True,True,True,Complete
17068,Maharashtra,Pune,413132,True,True,True,Complete
17069,Maharashtra,Pune,413133,True,True,True,Complete
17070,Maharashtra,Pune,413211,True,True,True,Complete
17071,Maharashtra,Pune,413801,True,True,True,Complete
17072,Maharashtra,Pune,413802,True,True,True,Complete
17073,Maharashtra,Raigad,400001,False,False,True,Unclear
17074,Maharashtra,Raigad,400702,True,True,True,Complete
17075,Maharashtra,Raigad,400703,False,True,True,Unclear
17076,Maharashtra,Raigad,400704,False,True,True,Unclear
17077,Maharashtra,Raigad,400707,False,True,True,Unclear
17078,Maharashtra,Raigad,402101,True,True,True,Complete
17079,Maharashtra,Raigad,402102,False,True,True,Unclear
17080,Maharashtra,Raigad,402103,True,True,True,Complete
17081,Maharashtra,Raigad,402104,True,True,True,Complete
17082,Maharashtra,Raigad,402105,True,True,True,Complete
17083,Maharashtra,Raigad,402106,True,True,True,Complete
17084,Maharashtra,Raigad,402107,True,True,True,Complete
17085,Maharashtra,Raigad,402108,True,True,True,Complete
17086,Maharashtra,Raigad,402109,True,True,True,Complete
17087,Maharashtra,Raigad,402110,True,True,True,Complete
17088,Maharashtra,Raigad,402111,True,False,True,Unclear
17089,Maharashtra,Raigad,402112,False,True,True,Unclear
17090,Maharashtra,Raigad,402113,True,True,True,Complete
17091,Maharashtra,Raigad,402114,False,False,True,Unclear
17092,Maharashtra,Raigad,402115,False,True,True,Unclear
17093,Maharashtra,Raigad,402116,False,True,True,Unclear
17094,Maharashtra,Raigad,402117,False,True,True,Unclear
17095,Maharashtra,Raigad,402120,False,True,True,Unclear
17096,Maharashtra,Raigad,402122,True,True,True,Complete
17097,Maharashtra,Raigad,402125,False,False,True,Unclear
17098,Maharashtra,Raigad,402126,False,True,True,Unclear
17099,Maharashtra,Raigad,402201,True,True,True,Complete
17100,Maharashtra,Raigad,402202,False,False,True,Unclear
17101,Maharashtra,Raigad,402203,True,True,True,Complete
17102,Maharashtra,Raigad,402204,True,True,True,Complete
17103,Maharashtra,Raigad,402207,False,False,True,Unclear
17104,Maharashtra,Raigad,402208,False,False,False,No Activity
17105,Maharashtra,Raigad,402209,True,True,True,Complete
17106,Maharashtra,Raigad,402301,True,True,True,Complete
17107,Maharashtra,Raigad,402302,True,True,True,Complete
17108,Maharashtra,Raigad,402303,True,True,True,Complete
17109,Maharashtra,Raigad,402304,True,True,True,Complete
17110,Maharashtra,Raigad,402305,False,True,True,Unclear
17111,Maharashtra,Raigad,402306,False,True,True,Unclear
17112,Maharashtra,Raigad,402307,False,True,True,Unclear
17113,Maharashtra,Raigad,402308,False,True,True,Unclear
17114,Maharashtra,Raigad,402309,True,True,True,Complete
17115,Maharashtra,Raigad,402401,False,True,True,Unclear
17116,Maharashtra,Raigad,402402,False,True,True,Unclear
17117,Maharashtra,Raigad,402403,False,True,True,Unclear
17118,Maharashtra,Raigad,402404,True,True,True,Complete
17119,Maharashtra,Raigad,410101,True,True,True,Complete
17120,Maharashtra,Raigad,410102,False,False,False,No Activity
17121,Maharashtra,Raigad,410201,True,True,True,Complete
17122,Maharashtra,Raigad,410202,False,True,True,Unclear
17123,Maharashtra,Raigad,410203,True,True,True,Complete
17124,Maharashtra,Raigad,410204,False,False,True,Unclear
17125,Maharashtra,Raigad,410205,True,True,True,Complete
17126,Maharashtra,Raigad,410206,True,True,True,Complete
17127,Maharashtra,Raigad,410207,False,False,True,Unclear
17128,Maharashtra,Raigad,410208,True,True,True,Complete
17129,Maharashtra,Raigad,410209,True,True,True,Complete
17130,Maharashtra,Raigad,410210,True,True,True,Complete
17131,Maharashtra,Raigad,410216,False,False,False,No Activity
17132,Maharashtra,Raigad,410218,True,True,True,Complete
17133,Maharashtra,Raigad,410220,False,False,True,Unclear
17134,Maharashtra,Raigad,410221,True,True,True,Complete
17135,Maharashtra,Raigad,410222,True,True,True,Complete
17136,Maharashtra,Raigad,415213,False,True,True,Unclear
17137,Maharashtra,Raigarh,400001,True,True,True,Complete
17138,Maharashtra,Raigarh,400702,True,True,True,Complete
17139,Maharashtra,Raigarh,400703,True,True,True,Complete
17140,Maharashtra,Raigarh,400704,False,True,True,Unclear
17141,Maharashtra,Raigarh,400707,True,True,True,Complete
17142,Maharashtra,Raigarh,402101,True,True,True,Complete
17143,Maharashtra,Raigarh,402102,True,True,True,Complete
17144,Maharashtra,Raigarh,402103,True,True,True,Complete
17145,Maharashtra,Raigarh,402104,True,True,True,Complete
17146,Maharashtra,Raigarh,402105,True,True,True,Complete
17147,Maharashtra,Raigarh,402106,True,True,True,Complete
17148,Maharashtra,Raigarh,402107,True,True,True,Complete
17149,Maharashtra,Raigarh,402108,True,True,True,Complete
17150,Maharashtra,Raigarh,402109,True,True,True,Complete
17151,Maharashtra,Raigarh,402110,True,True,True,Complete
17152,Maharashtra,Raigarh,402111,True,True,True,Complete
17153,Maharashtra,Raigarh,402112,True,True,True,Complete
17154,Maharashtra,Raigarh,402113,True,True,True,Complete
17155,Maharashtra,Raigarh,402114,False,True,True,Unclear
17156,Maharashtra,Raigarh,402115,True,True,True,Complete
17157,Maharashtra,Raigarh,402116,True,True,True,Complete
17158,Maharashtra,Raigarh,402117,True,True,True,Complete
17159,Maharashtra,Raigarh,402120,True,True,True,Complete
17160,Maharashtra,Raigarh,402122,True,True,True,Complete
17161,Maharashtra,Raigarh,402125,False,False,True,Unclear
17162,Maharashtra,Raigarh,402126,True,True,True,Complete
17163,Maharashtra,Raigarh,402201,True,True,True,Complete
17164,Maharashtra,Raigarh,402202,True,True,True,Complete
17165,Maharashtra,Raigarh,402203,True,True,True,Complete
17166,Maharashtra,Raigarh,402204,True,True,True,Complete
17167,Maharashtra,Raigarh,402207,True,True,True,Complete
17168,Maharashtra,Raigarh,402208,False,False,True,Unclear
17169,Maharashtra,Raigarh,402209,True,True,True,Complete
17170,Maharashtra,Raigarh,402301,True,True,True,Complete
17171,Maharashtra,Raigarh,402302,True,True,True,Complete
17172,Maharashtra,Raigarh,402303,True,True,True,Complete
17173,Maharashtra,Raigarh,402304,True,True,True,Complete
17174,Maharashtra,Raigarh,402305,True,True,True,Complete
17175,Maharashtra,Raigarh,402306,True,True,True,Complete
17176,Maharashtra,Raigarh,402307,True,True,True,Complete
17177,Maharashtra,Raigarh,402308,True,True,True,Complete
17178,Maharashtra,Raigarh,402309,True,True,True,Complete
17179,Maharashtra,Raigarh,402401,True,True,True,Complete
17180,Maharashtra,Raigarh,402402,True,True,True,Complete
17181,Maharashtra,Raigarh,402403,True,True,True,Complete
17182,Maharashtra,Raigarh,402404,False,True,True,Unclear
17183,Maharashtra,Raigarh,410101,True,True,True,Complete
17184,Maharashtra,Raigarh,410102,True,False,True,Unclear
17185,Maharashtra,Raigarh,410201,True,True,True,Complete
17186,Maharashtra,Raigarh,410202,True,True,True,Complete
17187,Maharashtra,Raigarh,410203,True,True,True,Complete
17188,Maharashtra,Raigarh,410204,True,True,True,Complete
17189,Maharashtra,Raigarh,410205,True,True,True,Complete
17190,Maharashtra,Raigarh,410206,True,True,True,Complete
17191,Maharashtra,Raigarh,410207,True,True,True,Complete
17192,Maharashtra,Raigarh,410208,True,True,True,Complete
17193,Maharashtra,Raigarh,410209,True,True,True,Complete
17194,Maharashtra,Raigarh,410210,True,True,True,Complete
17195,Maharashtra,Raigarh,410216,True,True,True,Complete
17196,Maharashtra,Raigarh,410218,True,True,True,Complete
17197,Maharashtra,Raigarh,410220,True,True,True,Complete
17198,Maharashtra,Raigarh,410221,True,True,True,Complete
17199,Maharashtra,Raigarh,410222,True,True,True,Complete
17200,Maharashtra,Raigarh,415213,False,True,True,Unclear
17201,Maharashtra,Raigarh(MH),400001,False,False,False,No Activity
17202,Maharashtra,Raigarh(MH),400702,False,False,False,No Activity
17203,Maharashtra,Raigarh(MH),400703,False,False,False,No Activity
17204,Maharashtra,Raigarh(MH),400707,True,False,False,Only Enrolment
17205,Maharashtra,Raigarh(MH),402101,False,False,True,Unclear
17206,Maharashtra,Raigarh(MH),402103,False,False,True,Unclear
17207,Maharashtra,Raigarh(MH),402104,False,False,False,No Activity
17208,Maharashtra,Raigarh(MH),402105,False,False,False,No Activity
17209,Maharashtra,Raigarh(MH),402106,False,False,False,No Activity
17210,Maharashtra,Raigarh(MH),402107,False,False,False,No Activity
17211,Maharashtra,Raigarh(MH),402108,False,True,False,Only Demographic
17212,Maharashtra,Raigarh(MH),402109,False,False,False,No Activity
17213,Maharashtra,Raigarh(MH),402110,False,False,False,No Activity
17214,Maharashtra,Raigarh(MH),402111,False,False,False,No Activity
17215,Maharashtra,Raigarh(MH),402201,True,False,False,Only Enrolment
17216,Maharashtra,Raigarh(MH),402202,False,False,False,No Activity
17217,Maharashtra,Raigarh(MH),402203,False,True,False,Only Demographic
17218,Maharashtra,Raigarh(MH),402204,False,False,False,No Activity
17219,Maharashtra,Raigarh(MH),402207,False,False,False,No Activity
17220,Maharashtra,Raigarh(MH),402209,True,False,True,Unclear
17221,Maharashtra,Raigarh(MH),402301,False,False,False,No Activity
17222,Maharashtra,Raigarh(MH),402303,False,False,False,No Activity
17223,Maharashtra,Raigarh(MH),402304,False,False,False,No Activity
17224,Maharashtra,Raigarh(MH),402401,False,False,False,No Activity
17225,Maharashtra,Raigarh(MH),402403,False,False,False,No Activity
17226,Maharashtra,Raigarh(MH),410101,False,False,False,No Activity
17227,Maharashtra,Raigarh(MH),410201,False,False,False,No Activity
17228,Maharashtra,Raigarh(MH),410205,False,False,True,Unclear
17229,Maharashtra,Raigarh(MH),410206,True,True,True,Complete
17230,Maharashtra,Raigarh(MH),410208,False,False,False,No Activity
17231,Maharashtra,Raigarh(MH),410210,False,True,True,Unclear
17232,Maharashtra,Raigarh(MH),410218,True,False,True,Unclear
17233,Maharashtra,Raigarh(MH),410221,False,False,False,No Activity
17234,Maharashtra,Raigarh(MH),410222,False,False,False,No Activity
17235,Maharashtra,Ratnagiri,415202,True,True,True,Complete
17236,Maharashtra,Ratnagiri,415203,True,True,True,Complete
17237,Maharashtra,Ratnagiri,415208,True,True,True,Complete
17238,Maharashtra,Ratnagiri,415214,True,True,True,Complete
17239,Maharashtra,Ratnagiri,415601,True,True,True,Complete
17240,Maharashtra,Ratnagiri,415602,True,True,True,Complete
17241,Maharashtra,Ratnagiri,415603,False,True,True,Unclear
17242,Maharashtra,Ratnagiri,415604,True,True,True,Complete
17243,Maharashtra,Ratnagiri,415605,True,True,True,Complete
17244,Maharashtra,Ratnagiri,415606,True,True,True,Complete
17245,Maharashtra,Ratnagiri,415607,False,True,True,Unclear
17246,Maharashtra,Ratnagiri,415608,True,True,True,Complete
17247,Maharashtra,Ratnagiri,415609,True,True,True,Complete
17248,Maharashtra,Ratnagiri,415610,True,True,True,Complete
17249,Maharashtra,Ratnagiri,415611,True,True,True,Complete
17250,Maharashtra,Ratnagiri,415612,True,True,True,Complete
17251,Maharashtra,Ratnagiri,415613,True,True,True,Complete
17252,Maharashtra,Ratnagiri,415614,False,True,True,Unclear
17253,Maharashtra,Ratnagiri,415615,False,True,True,Unclear
17254,Maharashtra,Ratnagiri,415616,False,True,True,Unclear
17255,Maharashtra,Ratnagiri,415617,False,True,True,Unclear
17256,Maharashtra,Ratnagiri,415619,True,True,True,Complete
17257,Maharashtra,Ratnagiri,415620,True,True,True,Complete
17258,Maharashtra,Ratnagiri,415621,True,True,True,Complete
17259,Maharashtra,Ratnagiri,415626,False,True,True,Unclear
17260,Maharashtra,Ratnagiri,415628,True,True,True,Complete
17261,Maharashtra,Ratnagiri,415629,False,True,True,Unclear
17262,Maharashtra,Ratnagiri,415630,False,False,True,Unclear
17263,Maharashtra,Ratnagiri,415637,False,True,True,Unclear
17264,Maharashtra,Ratnagiri,415639,True,True,True,Complete
17265,Maharashtra,Ratnagiri,415640,True,True,True,Complete
17266,Maharashtra,Ratnagiri,415641,True,True,True,Complete
17267,Maharashtra,Ratnagiri,415643,True,True,True,Complete
17268,Maharashtra,Ratnagiri,415701,True,True,True,Complete
17269,Maharashtra,Ratnagiri,415702,True,True,True,Complete
17270,Maharashtra,Ratnagiri,415703,True,True,True,Complete
17271,Maharashtra,Ratnagiri,415705,False,True,True,Unclear
17272,Maharashtra,Ratnagiri,415706,False,True,True,Unclear
17273,Maharashtra,Ratnagiri,415708,True,True,True,Complete
17274,Maharashtra,Ratnagiri,415709,True,True,True,Complete
17275,Maharashtra,Ratnagiri,415710,True,True,True,Complete
17276,Maharashtra,Ratnagiri,415711,False,True,True,Unclear
17277,Maharashtra,Ratnagiri,415712,True,True,True,Complete
17278,Maharashtra,Ratnagiri,415713,True,True,True,Complete
17279,Maharashtra,Ratnagiri,415714,True,True,True,Complete
17280,Maharashtra,Ratnagiri,415715,True,True,True,Complete
17281,Maharashtra,Ratnagiri,415716,True,True,True,Complete
17282,Maharashtra,Ratnagiri,415717,True,True,True,Complete
17283,Maharashtra,Ratnagiri,415718,True,True,True,Complete
17284,Maharashtra,Ratnagiri,415719,True,True,True,Complete
17285,Maharashtra,Ratnagiri,415720,False,True,True,Unclear
17286,Maharashtra,Ratnagiri,415722,True,True,True,Complete
17287,Maharashtra,Ratnagiri,415724,True,True,True,Complete
17288,Maharashtra,Ratnagiri,415726,True,True,True,Complete
17289,Maharashtra,Ratnagiri,415727,True,True,True,Complete
17290,Maharashtra,Ratnagiri,415728,False,True,True,Unclear
17291,Maharashtra,Ratnagiri,415729,False,True,True,Unclear
17292,Maharashtra,Ratnagiri,415730,False,True,True,Unclear
17293,Maharashtra,Ratnagiri,415801,True,True,True,Complete
17294,Maharashtra,Ratnagiri,415802,True,True,True,Complete
17295,Maharashtra,Ratnagiri,415803,False,True,True,Unclear
17296,Maharashtra,Ratnagiri,415804,True,True,True,Complete
17297,Maharashtra,Ratnagiri,415805,True,True,True,Complete
17298,Maharashtra,Ratnagiri,415806,True,True,True,Complete
17299,Maharashtra,Ratnagiri,415807,False,True,True,Unclear
17300,Maharashtra,Ratnagiri,416701,True,True,True,Complete
17301,Maharashtra,Ratnagiri,416702,True,True,True,Complete
17302,Maharashtra,Ratnagiri,416703,False,True,True,Unclear
17303,Maharashtra,Ratnagiri,416704,True,True,True,Complete
17304,Maharashtra,Ratnagiri,416705,True,True,True,Complete
17305,Maharashtra,Ratnagiri,416707,True,True,True,Complete
17306,Maharashtra,Ratnagiri,416709,False,True,True,Unclear
17307,Maharashtra,Ratnagiri,416712,True,True,True,Complete
17308,Maharashtra,Ratnagiri,416713,True,True,True,Complete
17309,Maharashtra,Sangli,415301,True,True,True,Complete
17310,Maharashtra,Sangli,415302,True,True,True,Complete
17311,Maharashtra,Sangli,415303,True,True,True,Complete
17312,Maharashtra,Sangli,415304,True,True,True,Complete
17313,Maharashtra,Sangli,415305,True,True,True,Complete
17314,Maharashtra,Sangli,415306,True,True,True,Complete
17315,Maharashtra,Sangli,415307,True,True,True,Complete
17316,Maharashtra,Sangli,415308,True,True,True,Complete
17317,Maharashtra,Sangli,415309,True,True,True,Complete
17318,Maharashtra,Sangli,415310,True,True,True,Complete
17319,Maharashtra,Sangli,415311,True,True,True,Complete
17320,Maharashtra,Sangli,415313,True,True,True,Complete
17321,Maharashtra,Sangli,415315,True,True,True,Complete
17322,Maharashtra,Sangli,415401,True,True,True,Complete
17323,Maharashtra,Sangli,415402,False,True,True,Unclear
17324,Maharashtra,Sangli,415403,True,True,True,Complete
17325,Maharashtra,Sangli,415404,True,True,True,Complete
17326,Maharashtra,Sangli,415405,True,True,True,Complete
17327,Maharashtra,Sangli,415406,True,True,True,Complete
17328,Maharashtra,Sangli,415407,True,True,True,Complete
17329,Maharashtra,Sangli,415408,True,True,True,Complete
17330,Maharashtra,Sangli,415409,True,True,True,Complete
17331,Maharashtra,Sangli,415410,True,True,True,Complete
17332,Maharashtra,Sangli,415411,True,True,True,Complete
17333,Maharashtra,Sangli,415412,True,True,True,Complete
17334,Maharashtra,Sangli,415413,True,True,True,Complete
17335,Maharashtra,Sangli,415414,True,True,True,Complete
17336,Maharashtra,Sangli,415415,False,True,True,Unclear
17337,Maharashtra,Sangli,416301,True,True,True,Complete
17338,Maharashtra,Sangli,416302,True,True,True,Complete
17339,Maharashtra,Sangli,416303,True,True,True,Complete
17340,Maharashtra,Sangli,416304,True,True,True,Complete
17341,Maharashtra,Sangli,416305,True,True,True,Complete
17342,Maharashtra,Sangli,416306,True,True,True,Complete
17343,Maharashtra,Sangli,416307,True,True,True,Complete
17344,Maharashtra,Sangli,416308,True,True,True,Complete
17345,Maharashtra,Sangli,416309,True,True,True,Complete
17346,Maharashtra,Sangli,416310,True,True,True,Complete
17347,Maharashtra,Sangli,416311,True,True,True,Complete
17348,Maharashtra,Sangli,416312,True,True,True,Complete
17349,Maharashtra,Sangli,416313,True,True,True,Complete
17350,Maharashtra,Sangli,416314,True,True,True,Complete
17351,Maharashtra,Sangli,416315,True,True,True,Complete
17352,Maharashtra,Sangli,416316,True,True,True,Complete
17353,Maharashtra,Sangli,416319,False,False,False,No Activity
17354,Maharashtra,Sangli,416321,False,False,False,No Activity
17355,Maharashtra,Sangli,416401,True,True,True,Complete
17356,Maharashtra,Sangli,416402,True,True,True,Complete
17357,Maharashtra,Sangli,416403,True,True,True,Complete
17358,Maharashtra,Sangli,416404,True,True,True,Complete
17359,Maharashtra,Sangli,416405,True,True,True,Complete
17360,Maharashtra,Sangli,416406,True,True,True,Complete
17361,Maharashtra,Sangli,416407,True,True,True,Complete
17362,Maharashtra,Sangli,416408,True,True,True,Complete
17363,Maharashtra,Sangli,416409,True,True,True,Complete
17364,Maharashtra,Sangli,416410,True,True,True,Complete
17365,Maharashtra,Sangli,416411,True,True,True,Complete
17366,Maharashtra,Sangli,416412,True,True,True,Complete
17367,Maharashtra,Sangli,416413,True,True,True,Complete
17368,Maharashtra,Sangli,416414,True,True,True,Complete
17369,Maharashtra,Sangli,416415,True,True,True,Complete
17370,Maharashtra,Sangli,416416,True,True,True,Complete
17371,Maharashtra,Sangli,416417,True,True,True,Complete
17372,Maharashtra,Sangli,416418,True,True,True,Complete
17373,Maharashtra,Sangli,416419,True,True,True,Complete
17374,Maharashtra,Sangli,416420,True,True,True,Complete
17375,Maharashtra,Sangli,416422,False,True,True,Unclear
17376,Maharashtra,Sangli,416423,False,False,False,No Activity
17377,Maharashtra,Sangli,416436,True,True,True,Complete
17378,Maharashtra,Satara,412206,False,False,True,Unclear
17379,Maharashtra,Satara,412801,True,True,True,Complete
17380,Maharashtra,Satara,412802,True,True,True,Complete
17381,Maharashtra,Satara,412803,True,True,True,Complete
17382,Maharashtra,Satara,412804,True,True,True,Complete
17383,Maharashtra,Satara,412805,True,True,True,Complete
17384,Maharashtra,Satara,412806,True,True,True,Complete
17385,Maharashtra,Satara,415001,True,True,True,Complete
17386,Maharashtra,Satara,415002,True,True,True,Complete
17387,Maharashtra,Satara,415003,True,True,True,Complete
17388,Maharashtra,Satara,415004,True,True,True,Complete
17389,Maharashtra,Satara,415010,True,True,True,Complete
17390,Maharashtra,Satara,415011,True,True,True,Complete
17391,Maharashtra,Satara,415012,True,True,True,Complete
17392,Maharashtra,Satara,415013,True,True,True,Complete
17393,Maharashtra,Satara,415014,True,True,True,Complete
17394,Maharashtra,Satara,415015,True,True,True,Complete
17395,Maharashtra,Satara,415019,True,True,True,Complete
17396,Maharashtra,Satara,415020,True,True,True,Complete
17397,Maharashtra,Satara,415021,True,True,True,Complete
17398,Maharashtra,Satara,415022,True,True,True,Complete
17399,Maharashtra,Satara,415023,True,True,True,Complete
17400,Maharashtra,Satara,415102,True,True,True,Complete
17401,Maharashtra,Satara,415103,True,True,True,Complete
17402,Maharashtra,Satara,415104,True,True,True,Complete
17403,Maharashtra,Satara,415105,True,True,True,Complete
17404,Maharashtra,Satara,415106,True,True,True,Complete
17405,Maharashtra,Satara,415107,True,True,True,Complete
17406,Maharashtra,Satara,415108,True,True,True,Complete
17407,Maharashtra,Satara,415109,True,True,True,Complete
17408,Maharashtra,Satara,415110,True,True,True,Complete
17409,Maharashtra,Satara,415111,True,True,True,Complete
17410,Maharashtra,Satara,415112,True,True,True,Complete
17411,Maharashtra,Satara,415114,True,True,True,Complete
17412,Maharashtra,Satara,415115,True,True,True,Complete
17413,Maharashtra,Satara,415116,False,True,True,Unclear
17414,Maharashtra,Satara,415122,True,True,True,Complete
17415,Maharashtra,Satara,415124,True,True,True,Complete
17416,Maharashtra,Satara,415205,True,True,True,Complete
